Gene	expression1	expression2	expression3	expression4	expression5	expression6	expression7	expression8	expression9	expression10
Gene18	-0.110356063	0.227075223	0.469464542	-0.495292975	-2.023496674	0.056373899	0.554297302	-0.776496442	-1.819582779	2.574316126
Gene19	-0.388889387	1.289597715	0.877830764	-1.098718454	0.290375676	0.879977128	0.540880527	-0.43269284	2.331429262	-1.005200238
Gene20	0.084558168	-0.16099991	1.036058748	-0.343725663	1.142713575	1.30625782	-0.104534324	-1.561733717	0.713667959	0.109636535
Gene21	-0.568254965	0.720157244	-0.174856805	0.383516613	0.696928567	-1.209062053	-0.24015001	0.142381003	0.313774139	-0.238124889
Gene22	0.819124698	-0.810334136	-0.068826449	0.471260628	-1.194500664	-1.115925621	-0.498238425	-0.35005514	-0.5181752	-1.105173947
Gene23	-1.405611804	-0.355272407	-0.268570076	-0.238213499	0.899951354	-2.088165019	-0.440546881	-0.142916152	-0.227940687	0.889119389
Gene24	-0.598900661	-0.394481818	1.032294311	-0.6055675	0.495585885	-0.967190876	-0.332855857	-1.147634772	2.661243493	0.171921342
Gene25	-0.4246552	-0.427333229	-0.199948387	1.395585112	0.842391146	0.311454231	-0.389996638	0.019223888	-0.836455251	0.739335364
Gene26	-1.287665243	-0.605540515	-0.820747137	0.843219973	0.012287945	-0.480006048	-0.73402322	0.297737975	0.793875853	-0.771441292
Gene27	1.98824287	2.364729858	1.650498743	-0.741735027	0.474541713	1.385183205	1.160989717	-1.427126547	-0.118960604	0.418398289
Gene28	0.174274563	0.373349762	-0.06344714	-0.809320097	-0.782076277	-0.745441095	0.313420998	-0.307216147	1.116431687	1.998778416
Gene29	0.145387588	-1.544555205	0.740891509	-0.452936154	-0.98622961	0.296718929	-1.115814535	1.16252441	-0.419193322	0.435014778
Gene30	0.460034294	-0.793245277	-0.249697407	-0.692248541	-1.401220321	0.140630077	0.18532297	0.069970905	1.207738103	0.279428639
Gene31	-0.130551793	-0.384769584	0.056412835	-0.071260366	0.225153176	-0.620893363	-0.903053188	0.51844868	-0.688801562	0.428457443
Gene32	-0.786543512	-0.358029651	-0.038470757	0.028668965	0.457909077	-0.888319581	-0.270291045	-1.395506123	1.708993954	-0.744200604
Gene33	-0.303011406	3.024374603	-0.401107358	-0.303505808	-1.07406084	-0.091918939	-1.771478439	0.310645619	0.603660302	0.402728732
Gene34	0.043792862	-0.783610613	1.609407448	-0.416071141	2.105563891	-0.085065556	0.552160676	0.986027533	0.901296734	0.354776164
Gene35	-1.113545297	-1.73201894	1.210198537	0.343924746	-0.151013745	1.330758083	-0.767361675	-0.073410481	-0.891144751	0.54546443
Gene36	-1.145597365	0.983312706	-0.478214067	0.838018592	-0.152488696	-0.047865093	-0.221744256	0.245630537	0.236968292	0.001890321
Gene37	-0.207861488	1.887257455	-1.241152226	-0.787720596	0.746924803	-0.847149036	-0.326566562	0.626030323	0.449293168	-0.763857554
Gene38	-1.148796949	-0.821973732	-0.18236574	-0.638188254	0.219441734	0.513040816	0.619564385	-0.666623896	-0.118353149	-0.188083101
Gene39	-1.088030575	-1.535365045	-0.82367911	-0.316902325	0.139720307	0.882181798	-0.523387721	1.12835992	-0.301785315	1.326228149
Gene40	-0.662261041	0.167571122	1.865460261	-2.177538908	-0.003245219	-1.53920038	-1.060235012	0.751337246	0.353145519	0.279082118
Gene41	0.59278638	-0.539029245	-0.340323494	-1.9373017	0.961748225	0.404970718	0.192628781	2.00149094	2.230074771	-0.22202407
Gene42	1.026697625	0.922604672	-1.471091273	1.90157003	0.247441545	0.282911955	0.195769034	-0.529658955	0.68911079	1.575803298
Gene43	-1.108771031	0.257984722	1.048809184	-1.639947879	-0.082353964	-1.341584509	0.458958387	0.025976232	-0.11141807	-0.736424029
Gene44	0.014398607	0.150780737	-0.79880968	0.180439382	-0.347133549	0.752806032	-0.05138802	0.790952156	-0.848604895	-1.307232828
Gene45	0.176773503	-0.280267686	-0.205946183	-2.004612221	-0.172659419	-0.965580031	-0.041385218	0.204292781	0.254777537	0.315027886
Gene46	-2.272142783	-2.805297536	-0.108733096	1.124047612	-1.081617047	-0.467495078	0.388351373	-0.122408068	0.142307916	-0.974233522
Gene47	-0.530722317	-0.446072981	0.230265408	-0.267421266	-0.505696599	0.320239373	-0.112142472	-0.359281653	-0.002493983	-1.100910796
Gene48	0.803669425	-1.03829232	0.743098987	-0.258210867	0.31398911	0.73818369	-0.226403218	-1.663691422	0.125968174	-0.624948505
Gene49	-0.11016186	0.901666163	-0.048185508	-0.149713715	0.302577448	-0.693944235	-0.228234057	-0.819161269	-0.495948666	-0.812145977
Gene50	-1.414166905	-0.934496348	0.322928369	0.587095805	0.15029884	-0.127896361	-0.018736736	0.317607925	-0.640904826	0.36428471
Gene51	0.999683964	-0.366555035	0.73655272	-1.89777627	-0.001700695	-1.121707759	-2.264438376	-1.51115557	-1.778388691	-0.953686685
Gene52	-0.610159763	-2.670681337	0.622779709	-0.037163447	-0.19535206	1.466221712	0.323676745	-2.081871175	0.305029516	-0.246846486
Gene53	-1.655647669	-1.287659988	-0.574045263	-1.547886233	-0.770566332	-0.109403288	-1.370507809	-0.017767093	-0.322596603	0.669105749
Gene54	1.399497688	1.147101358	-0.202289771	0.87555094	-0.631238695	-0.534955044	-0.30038016	-1.309845623	1.764519307	0.219227489
Gene55	-0.928690981	-0.986259471	1.226761042	-1.942726481	-1.630092995	-0.860003054	-0.660035158	0.09465631	0.224986346	0.136972647
Gene56	0.516462473	0.208445344	0.665338938	-1.622905054	-0.710121346	1.703248064	-0.040104898	-0.412812206	0.282983976	0.008921345
Gene57	0.426967616	2.207703851	-0.292361353	-0.181477431	0.196575201	0.161023524	0.318892947	0.646383669	-0.069411672	0.372783886
Gene58	-0.898382056	1.002605336	-0.514062553	0.53419841	-0.335430975	0.13184536	-1.150036561	-0.451469936	-1.871395691	0.127775272
Gene59	1.868014168	1.387708901	1.036816273	-1.484958692	-1.817322077	-1.132676727	-0.815818359	-0.995921435	-0.266183218	1.58679313
Gene60	0.147650372	1.079866222	-1.127301203	1.731544243	0.268328459	1.932948382	-0.9485681	-0.328508961	-1.069205089	-1.238142804
Gene61	1.061054365	-1.506566515	-0.58212508	0.088879006	0.231301329	0.315240712	-0.219106609	0.96832901	2.156933476	0.252004749
Gene62	-0.962844161	1.191301807	-0.463410554	1.208589811	0.298450504	0.112914217	-0.530948179	-1.027303549	0.448472063	-4.2546096
Gene63	0.110507693	0.607710577	0.52899813	-0.906400694	0.642690945	1.218169725	1.315834743	-1.532555921	0.462055014	0.52534657
Gene64	0.695056913	0.150877649	-0.006974451	-0.194146234	-0.091376298	0.955541542	1.506328987	0.223685944	0.703598634	-0.865820095
Gene65	0.996680064	1.198668929	0.465604116	0.89877963	-1.536851172	0.827105732	-1.537502063	1.05488785	0.266995872	-0.942643578
Gene66	-0.163082734	-1.822306041	0.411765825	0.115956422	-0.058933578	0.667920181	-0.719706563	1.038885368	-1.499303913	-1.776534762
Gene67	-1.221432854	0.10131404	-0.836255933	1.049823443	0.138385227	-0.987904145	-1.050834306	0.116614551	-0.210734657	-1.440766306
Gene68	2.905758375	0.253902803	-0.586386681	-1.04585203	0.932232258	0.394555824	-0.62057053	-0.614485961	-0.244010293	0.435897474
Gene69	0.481476957	0.693645195	-0.275020766	-0.439960764	0.335127361	1.044880657	-1.056611905	0.231000681	0.851325037	0.161804541
Gene70	-0.276116875	-0.501109798	-0.288254264	-1.144739467	-1.946223828	2.47388924	0.032679103	0.770923449	0.696049331	-1.213172731
Gene71	-1.228822506	-1.085483049	1.112022927	0.08383809	1.000617856	-0.135738105	0.85068997	-1.398386297	0.138347192	1.267363838
Gene72	-0.310837265	1.003909401	0.68594262	0.179270814	0.849575971	-0.878909367	-0.562202769	-0.557086702	0.324437585	1.457221985
Gene73	-0.633093012	1.009298759	-0.540654223	1.543064466	-0.970002057	-0.383259449	1.162972881	0.447263672	-0.001879452	1.635348265
Gene74	0.094901398	0.901133621	-0.687233891	0.618340196	-0.206463473	-1.122006112	-0.108971766	0.560548493	0.574461241	2.651681531
Gene75	-0.646394751	0.677111852	0.592109275	-0.037424496	2.394566798	0.787374347	-0.131250317	-0.94431973	-0.679116434	0.314942361
Gene76	-1.233416609	1.254887256	0.665876821	0.199830994	1.610730204	0.77636833	1.56482631	-0.716901668	0.24199522	0.821564393
Gene77	2.862628184	0.671426844	-0.06957923	0.991653677	1.557672214	-1.053723845	0.618881154	1.025407322	-0.433438947	0.241431923
Gene78	0.922021524	-0.058963492	-0.157201815	0.870846442	1.071501458	-0.940724852	0.585787352	0.924798286	-1.152739516	-1.009787623
Gene79	-0.224683341	0.62751862	-0.916340448	0.624793401	1.210198172	0.119883515	-0.047780779	-0.77746625	-1.716881929	0.334775457
Gene80	1.495852068	-0.232794358	1.713142394	1.481907399	0.16723124	0.345470323	-0.935980595	0.694222685	0.710210159	0.353415422
Gene81	1.483405473	-0.847647393	0.014673983	-0.031565969	-0.186301265	-0.446535998	0.070537665	-0.389100586	-2.084468982	-1.421223038
Gene82	-0.807825067	0.580475509	-0.374089074	-0.570489485	-1.132019162	-0.030764837	-0.849517478	1.167457756	0.243185536	0.10208638
Gene83	0.175540654	-1.703812376	-0.030810123	-0.07575683	2.095770602	-0.432883585	0.310931441	0.751309206	-0.06713517	1.643586226
Gene84	-0.536746885	0.174655362	-1.257633815	0.483024211	1.044541738	-0.088833155	0.892556833	1.114863001	-0.264482032	-0.348917526
Gene85	-0.579572943	-0.844594701	0.960412618	-0.128207801	1.296248539	-0.62898309	-0.913186475	-0.547917656	0.360375616	-0.142935046
Gene86	0.217393049	-1.191873081	-0.281834623	0.99849368	2.05275773	0.205693605	0.412285488	0.154220665	-0.121794627	-1.010045445
Gene87	-0.441922316	-0.700028921	0.612895467	0.425141164	0.65641371	-0.916316422	0.654546177	2.173899198	0.97535761	0.227408013
Gene88	0.156053809	-1.597204341	0.747919768	-0.783324698	0.415915116	-0.664435845	1.245400473	1.603432793	1.028297842	0.638226968
Gene89	-1.242048161	-1.59706173	-0.06471297	-0.938113314	-0.337789217	-1.220129564	0.061170563	0.356895705	-0.012556541	1.686857928
Gene90	-0.837055556	0.080067949	-0.420898375	-0.718990062	-0.761588398	0.404827725	1.648007078	0.560657174	0.798766193	-0.529927095
Gene91	-0.604177555	0.200879803	-1.702491514	-1.352774363	0.611287132	-0.976710957	-1.140139681	-1.630311549	-0.022737051	2.287659995
Gene92	-0.050705557	0.873076194	1.08211206	0.22596973	-0.804254268	0.676182447	-0.948213945	-1.187120866	-0.11384928	1.297328815
Gene93	0.064157734	-2.271386674	1.0063069	-0.993997315	-0.480176934	-1.1957508	-1.231821688	-2.098288414	0.246025517	0.31593754
Gene94	-0.804110403	-2.235482135	-0.354585083	1.650409051	-0.358864184	0.379005614	0.432743544	-2.13577244	0.086499429	-0.948344852
Gene95	1.091319737	2.355424562	-0.937888569	0.859702569	1.106893459	-0.30449515	2.104087525	-2.132555348	-1.876510484	-0.825859669
Gene96	-0.331600313	0.096117395	-1.023926794	-2.309157743	-0.391105761	1.963784571	0.700477442	0.238223729	-0.522597522	1.79443009
Gene97	-0.172148631	0.273519453	0.373531921	0.102055328	-1.619972822	-0.578304587	0.488474601	-0.532358189	1.773901278	-1.90379547
Gene98	0.67745866	-0.341076994	-0.195191842	-0.020328849	-1.056250927	0.439751933	-0.256232383	-2.223681885	-1.20858678	0.401681373
Gene99	0.644230302	0.932058024	-0.507936894	0.863671417	1.734966497	-0.968000695	-0.56444439	-1.467935155	0.299748449	1.96330133
Gene100	1.146149027	0.025701695	0.967281922	-0.000658106	-2.374439411	-0.822805885	0.888669707	0.320601717	-0.233426261	-0.462704825
Gene101	-0.257205395	-1.319885322	0.224540382	-0.274796212	0.065738653	0.30609067	0.660100339	-1.951865707	-0.336391941	-2.731591835
Gene102	-0.283914634	0.480464474	-0.465390186	-0.47375605	0.836580965	-0.575995103	0.007165726	1.999917275	0.395012521	-0.545892342
Gene103	-0.827579732	-0.565990326	-0.878141039	-0.767267921	-2.107801134	0.342721374	0.610812913	0.406816354	0.25774313	0.999222847
Gene104	0.70847677	0.823426677	1.486486186	1.149822139	0.371991407	0.853467981	-0.365144165	0.023615236	0.381686419	0.474057091
Gene105	0.063634023	0.241646346	-0.847409075	0.463308168	0.460502946	-0.328827247	1.115713352	-0.414343582	-1.221810741	-2.442112267
Gene106	-0.555106132	-0.534299081	-1.867589632	-1.370330638	-0.331336998	2.283195614	0.493773806	0.410688595	0.27240805	0.04861046
Gene107	-1.236363749	-0.574285983	0.467157584	0.198509898	0.507846052	0.651657852	0.572518987	0.334131084	1.391185767	0.112152453
Gene108	0.561754137	0.68711332	0.375733676	-0.484735853	1.619043284	0.416673712	-0.76734716	-0.351360779	-0.960955122	0.884288675
Gene109	0.028728571	-1.058398888	-0.683420197	1.316863146	1.464964982	-1.182826111	1.513811272	-0.062191406	-2.089970752	0.179274053
Gene110	1.451513919	0.684565694	0.085042252	0.365869301	-0.263574331	-0.877375417	2.33716897	-0.896393233	-0.648206529	-0.688764738
Gene111	0.216381173	0.199076927	0.726923972	-1.728468832	-2.092580204	1.81025739	-0.964781031	0.732883803	1.214618649	0.092204206
Gene112	0.043685364	-0.611615676	-0.900680475	-0.79626472	-0.659629262	1.255970951	0.653567695	1.677806882	-0.309356337	-0.747153315
Gene113	-0.166882243	0.640630347	0.166870874	2.215689149	0.474922724	-0.061300658	0.242237381	0.89600151	-0.617473594	1.639107763
Gene114	-2.377619269	-0.052315087	1.394514852	-1.271955349	-0.880350208	-1.408074662	1.228679434	-0.54324308	0.767420402	-0.051868042
Gene115	0.183363674	0.9801407	-0.334318086	-1.0442149	-0.017977115	0.33228352	-0.039030564	1.718616382	-1.772258269	0.973131223
Gene116	0.212734371	-0.194239109	-1.577794225	-0.210765869	-1.19929357	2.037370862	-1.31403215	-1.1048031	-0.487654152	-0.024680786
Gene117	-1.285231804	-1.316991341	-0.829930087	0.585325911	-1.595597263	-1.208444434	2.306237087	1.036489521	0.871022604	-0.193916037
Gene118	0.635071491	0.276169449	-1.025818779	1.629333522	1.148111493	1.340282562	0.159918383	-0.378840215	-0.983681619	-0.534980155
Gene119	-0.508698158	-2.717890805	-1.49059047	0.036283773	-0.938005344	-1.395437017	0.528371586	1.037191155	0.415642025	-0.915258541
Gene120	-1.967269839	-0.750468109	2.774117426	-1.43272702	-0.321316287	0.441148914	0.758269476	-1.795347846	-0.005749979	1.577066663
Gene121	-0.507911315	-1.841058958	-1.008075318	-0.519166989	-1.414759986	0.664050678	0.653798144	-0.136725823	1.201182032	1.470125112
Gene122	-0.651248778	2.249443345	0.651425507	-0.596811054	0.642081598	0.97908146	-1.27559164	-1.389880299	-0.445028756	-0.229916622
Gene123	-0.817900037	-1.317310796	-0.555768627	0.101618349	1.787760724	-0.546985121	-1.943876123	0.211622274	2.222973621	-1.115184139
Gene124	0.159252971	1.696011109	0.718938675	1.492989784	1.216772403	-0.603696878	0.027858228	1.073057232	0.907330977	-1.237487536
Gene125	-0.25861763	-0.92508698	0.955722006	-1.704159365	-1.763627308	0.444027077	-0.451118913	1.041060355	-1.45287364	-2.305731252
Gene126	-1.521029491	0.488171324	-0.130083264	0.025781571	-1.696942231	-0.596784651	0.224785168	-0.81574864	-0.828512492	0.649457764
Gene127	-1.243813777	0.870766416	0.729102241	1.176223483	0.880020827	-1.098874125	1.019392735	0.250974142	-0.689224183	0.890423295
Gene128	0.339343145	-1.144372	-0.496618769	0.172927307	0.18882074	0.363012107	-0.373542861	1.445917281	-0.360640816	2.225738131
Gene129	0.310308057	1.239009585	0.881837384	0.428410714	0.749683843	-2.535686563	0.895836208	-1.107250513	1.063512543	-0.925962245
Gene130	0.966347654	-3.365234797	1.218107911	1.330470303	-0.889502398	0.417847669	-0.199540081	-0.077947773	-0.823508649	-2.176797423
Gene131	0.954651115	-1.60204025	1.157037966	2.533432011	-1.214884332	1.800784381	-0.964017256	2.659424052	0.95365964	-0.350671695
Gene132	-0.969571339	0.442336649	-0.568949261	2.575221734	-1.896416505	-0.328289889	0.784244457	1.969602412	0.230486971	0.850815511
Gene133	-1.44348126	-0.890862197	-0.97579805	1.075762503	-1.080463376	-1.026891807	0.264591136	1.506363508	-1.249548091	-1.191437925
Gene134	0.203254657	-0.619125856	1.652693401	-0.577474607	0.737733782	0.549902081	0.569008738	-0.712225465	-0.237693285	-0.131671944
Gene135	-0.876411933	0.369334996	-0.816512455	2.473381946	-0.214271674	-0.827271423	1.029370772	0.348771101	0.208179721	-1.256308685
Gene136	0.406546558	0.348044782	-1.208950839	-1.520609843	-0.519705921	1.029713844	1.127835118	0.278077345	1.312258919	1.629444826
Gene137	-0.247950165	0.032815538	-0.293310498	-0.210342611	-1.221979143	0.266877553	-0.165093219	0.146071895	-0.423254631	0.024123431
Gene138	-1.451955692	-0.777756387	0.296802739	0.329801202	-0.08668888	-0.812525197	1.165997812	-1.864641093	1.504912861	-0.793159535
Gene139	0.703664557	0.847017687	2.226692378	-0.546674967	0.041255514	-0.42113181	-0.55668715	-0.454817718	0.116774516	-0.802703564
Gene140	-0.295805858	1.513922955	0.812705537	1.379243058	0.93614362	-0.35949121	-1.467780225	1.059710094	0.142845403	-0.777831835
Gene141	1.507381369	-1.177401812	0.313809318	0.557257797	-0.784888247	-0.94515147	-1.74722223	1.395519176	-1.667099121	0.224184538
Gene142	0.621717987	0.603258957	-1.605284539	1.397878974	-0.233487677	-1.134798169	0.915993001	0.255670012	-0.531176015	-0.153552064
Gene143	-0.963996322	-0.144800265	0.487787659	-0.41301186	-0.507134018	2.035532773	-1.438324436	-0.337453379	-0.590191696	0.783365862
Gene144	1.218622068	-0.733514059	-2.357441306	0.403179206	0.350634041	-1.812162655	-2.284411828	0.111903444	1.215972658	-0.697736081
Gene145	-0.680002914	-0.892176766	-0.520215431	-0.370840676	0.683377555	-0.567894066	-0.750603911	-2.034330522	-0.405795557	-0.703587004
Gene146	0.146061287	1.188667861	-0.532643767	-0.056213466	-1.280628024	-0.228710489	0.308689206	0.392927638	0.022680193	-0.406898385
Gene147	0.19043777	0.207339838	-0.173143638	-0.349194922	0.273715639	1.153674017	-0.567686066	1.365444792	0.206915479	1.169351368
Gene148	0.86158316	1.20863155	-0.151337302	0.181939088	0.374670718	-0.509437849	-0.160412627	0.369985275	0.603372821	0.769677078
Gene149	2.513936472	1.170233441	-0.039093845	-1.657544552	0.599011597	0.594016616	-0.224028537	0.173691248	0.424014885	-0.0005846
Gene150	-0.429651464	1.606874471	0.948586331	0.336663965	1.292830654	-0.461051657	0.170200304	1.433028557	-0.797579455	-0.146528658
Gene151	0.906031786	-1.292311464	-0.469279681	1.277599787	0.974388199	-1.029538489	-0.718366537	0.047154288	0.620184796	-0.087635309
Gene152	2.710452356	0.491559582	0.290475534	1.058036636	-1.634094974	-0.376010765	-1.107818499	1.274441482	-1.80920758	0.457792708
Gene153	1.464881566	-1.618870918	-0.308792351	-0.337259135	0.505684631	0.693025116	0.142156579	-0.83464799	-0.361529983	2.026315404
Gene154	-2.1454558	-2.348411601	0.666835755	-1.02026064	-0.860340038	0.061842894	0.21072854	-0.084146883	-0.317927613	-1.535072551
Gene155	0.246685053	-1.282507367	0.184307617	-0.051570882	-0.918623815	-1.601129928	-2.985493406	0.87183733	-0.16092928	0.734629523
Gene156	-1.275038012	-2.099892695	-0.950790375	-1.208592536	-0.119234556	1.011826171	-0.277553739	-0.364491324	0.528388405	-0.068718082
Gene157	-0.218227716	1.382033209	0.551336707	1.113180396	-0.091052099	0.514701195	-1.356068061	1.30842042	-0.844329057	-0.40685827
Gene158	-1.773168832	-0.874147966	-0.537053966	-0.098913542	0.72671527	0.369128086	-1.961191426	-1.290077477	0.005702706	-0.180683338
Gene159	0.314255452	0.700863349	0.638408571	-0.907317776	0.61573247	-2.550148208	-2.34627522	1.44135789	-0.433651592	-0.999187394
Gene160	-0.761100007	0.289076448	-0.499310088	1.502946628	0.156629448	2.742053304	-1.730261779	-0.851192121	0.867173654	0.458681458
Gene161	-0.532114304	0.093748431	-0.77940048	-1.735043158	0.172599143	-0.203883775	0.198774929	0.720101858	-2.184634196	-0.270032145
Gene162	0.470005171	0.065674261	0.423208014	0.674212087	-0.088653799	0.570492809	1.26365633	0.238570626	-0.828142931	0.074255
Gene163	0.403506296	-0.529971162	-0.176213869	-1.734022932	0.987740557	1.25657021	-0.042590405	0.961863491	0.059801193	0.387816826
Gene164	1.302486335	1.805770561	-1.105646133	-0.720024744	-0.227133566	0.290729355	-0.23114105	-0.818777395	0.10216742	-1.409495412
Gene165	-0.746973248	-0.78957329	2.007357309	-1.54064765	0.123463749	0.952812046	-1.52275558	0.439063121	-0.243401375	0.932647667
Gene166	0.887044301	-0.171849535	0.426042556	-0.939540662	-1.027409366	1.454900188	-0.513235346	0.921083735	0.394937492	-1.118230311
Gene167	0.867135388	0.969911487	-1.578795156	-0.77682339	-0.861146199	-0.599441638	-0.508549038	0.453217568	-0.609293297	-0.786805278
Gene168	1.318525494	0.269078169	1.223711185	-1.153166765	-1.666213683	-1.507609606	1.94149335	-0.295106272	-0.408164429	-0.659836294
Gene169	-0.764932853	0.596592666	0.496786929	0.481030641	0.961484034	-0.870156668	-0.546243335	0.719568225	0.361310305	1.038196132
Gene170	-1.334164433	-1.322924948	-1.2996723	0.422482138	0.135214926	0.565789144	-2.594374609	0.048400276	0.575377623	0.727964951
Gene171	-2.964533907	-0.617134168	0.537532388	0.327523337	1.760080284	1.085580278	-0.557565868	0.7537518	-0.079675903	0.188795778
Gene172	0.382324138	0.703084074	-0.771433039	1.08750495	-0.482338228	1.714482032	0.289978232	0.075899844	-0.154678297	0.653764673
Gene173	-1.602198366	-0.562291585	-0.318658946	1.006102106	-1.237921363	0.573341175	-0.160980921	1.588539528	1.885696576	-0.019059154
Gene174	0.103220596	0.762828072	-1.385371615	-0.595814088	-0.518864865	0.872033641	-0.701652971	0.134689466	-0.608807429	-0.55638723
Gene175	1.119572186	-1.219816353	-0.700856661	1.262280306	-0.943211486	-0.716784076	-0.337910486	-0.656726103	-1.111199276	0.402821252
Gene176	-0.903800696	-0.069410863	1.990320419	0.693077731	0.282288129	0.05387658	1.291692923	-1.044489332	-0.573684401	-0.139044265
Gene177	-0.327473191	0.398129607	1.034425725	-0.124329406	-0.498308562	-1.21923044	-1.515590367	0.078500634	-0.435167208	-0.236360968
Gene178	-0.277824535	1.040542959	0.612701037	0.668258413	0.822018738	-0.313168883	0.304169558	-0.192847196	0.611652902	0.031761256
Gene179	0.23651724	-0.296987767	-0.846468672	0.517915544	0.025486483	-1.178572673	-1.015536221	-0.445447892	-0.627875956	0.652977321
Gene180	1.401421447	0.421136018	0.561998625	1.043038944	1.334027557	0.742990391	0.7984784	-0.36266534	-1.254430393	-0.097645156
Gene181	-0.411927257	0.708991555	-1.278275269	-1.731832414	-0.383987613	-2.222231288	-0.878535643	-0.338940895	-0.647434968	-1.239605939
Gene182	0.34469278	1.117810782	0.063225126	1.107096635	1.004095134	-1.35147401	1.357781746	1.93438299	-1.658240474	-1.453174693
Gene183	-0.096339855	-0.075792732	-0.857712484	0.635107644	-2.15863145	0.4952023	-1.445094033	0.257228037	0.551363003	-0.139524593
Gene184	0.458949453	-1.401751888	0.324499679	-0.013418668	1.365799886	-0.745526691	0.552676998	0.75580185	1.362999769	1.014015439
Gene185	2.026475379	1.442720721	-0.225710406	0.559093841	-0.663307888	-0.221736395	1.509002919	-0.376688791	-0.259074507	-1.26258493
Gene186	0.453292771	-0.137457631	-0.414577969	-0.762293993	-0.861827385	1.117559224	-0.594641251	1.290681373	0.813936529	-0.540311803
Gene187	1.645595452	1.014915244	-0.645539218	-0.946790681	-0.417091922	-0.263578917	-1.190658722	-1.439244658	0.512424186	-0.072269752
Gene188	-0.041416793	0.372969418	-0.019557756	1.330289684	-1.089525463	0.074709736	1.133462607	-0.398555814	-0.894845581	-0.041069473
Gene189	-0.713273638	0.187903208	0.611937194	1.087494154	-1.674868179	0.032037799	-0.468211864	-0.822976393	0.476365621	-2.150183389
Gene190	1.443857217	1.28936116	-0.32834008	0.349855069	1.139961045	-0.17160771	-0.516437919	-0.628801134	-1.03694553	-0.713189957
Gene191	0.069180943	-1.831800704	-0.25534913	-0.379673599	-1.017958912	0.433893556	1.115876617	-1.190127747	1.453708482	0.126234159
Gene192	-1.625066045	-1.030160532	-1.108540506	2.438296627	-0.225066109	1.274150525	-1.861240298	-0.088419797	0.710232062	-0.508521108
Gene193	-0.693102731	1.654979929	1.996824746	-0.042210868	-0.539665604	0.644511699	0.353206257	-0.71495451	0.026346092	-0.746047183
Gene194	0.386797689	-1.519846637	0.069059449	-0.40363934	-0.659893435	-0.289648543	-0.136831105	2.055716471	0.11030699	-0.432614357
Gene195	1.334069009	-1.026315624	-0.236169996	1.307755758	-1.440962937	-1.417863655	0.618979793	1.458401363	-0.468229036	0.788866783
Gene196	0.282149998	0.505370946	-1.659497445	-1.066790155	1.409344987	-2.088004993	2.803170744	-0.76825935	1.09734206	0.950705679
Gene197	0.605259695	0.564854542	-0.094275858	1.08501705	1.500261544	-0.324619736	-0.159662569	-0.281985541	-0.897730864	-0.021844284
Gene198	-0.6585793	-0.617188451	0.137545761	-0.994939239	-0.510616915	1.192549543	-1.041849959	-2.663167246	-0.875001834	-2.39847834
