Gene	expression1	expression2	expression3	expression4	expression5	expression6	expression7	expression8	expression9	expression10
Gene61	1.0964993025	-1.2555128142	-0.7413288372	0.08838535659999999	0.2187419331	0.27062259860000004	-0.1786283039	0.8136876295000001	1.8800857008999998	0.31529325780000006
Gene62	-0.9496042548999999	1.1261807587	-0.5016380143999999	1.11256425	0.29069085409999995	0.08838535659999999	-0.5270305411	-1.0390579485999998	0.5050844134999999	-2.8666057002
Gene63	0.1546625965	0.4954991313	0.4954991313	-0.8368560337000002	0.584430293	1.1962187749000002	1.4377491734999999	-1.4964450207	0.5450485573	0.6383010213
Gene64	0.7897896433	0.032620852699999994	0.11677671749999999	-0.20468754329999994	-0.1399555779	0.9677332158	1.6036334352000001	0.1315134471	0.7712866347	-0.8943584473000001
Gene65	1.0195876846999998	1.1676822436000003	0.422894658	0.7712866347	-1.3575508017	0.8769205416	-1.5557704991999999	0.9605254787999999	0.29069085409999995	-0.9640388244999999
Gene66	-0.0901384493	-1.6149099918	0.3671432884	0.11677671749999999	-0.06880803220000001	0.7132887362000001	-0.7333163046	0.9311802088000001	-1.5190624614000001	-1.7146887881999997
Gene67	-1.1395241934000002	-0.0010552394000000011	-0.9746356465	0.8769205416	0.0977253362	-0.9496042548999999	-1.0503944266	0.032620852699999994	-0.20468754329999994	-1.5557704991999999
Gene68	2.842019844	0.17332367810000002	-0.7535085379	-1.0503944266	0.8620021909	0.3926761794	-0.6546869094	-0.6546869094	-0.27107170950000004	0.584430293
Gene69	0.5985088926000001	0.6099747074999999	-0.27107170950000004	-0.4751579167	0.3275469765	1.0688179497	-1.0709402515	0.14581287429999998	0.9102291613000002	0.2119005871
Gene70	-0.2178534078	-0.3942834843	-0.2937263798	-1.1122148661	-1.9539591134000003	2.4430418931999998	0.11677671749999999	0.6652957627999999	0.7571703981000001	-1.286091091
Gene71	-1.1563337888	-0.9197020813	1.3020559623	0.0745532205	0.9677332158	-0.098120463	0.9311802088000001	-1.3287719100000002	0.11677671749999999	1.2217036278
Gene72	-0.2834324452	0.9432581012	0.7379728062	0.1546625965	0.7993115787	-0.7939864834000001	-0.5907572029	-0.6377202754	0.3671432884	1.3020559623
Gene73	-0.5907572029	0.9605254787999999	-0.6723925309000001	1.6036334352000001	-0.9080866494000001	-0.30467065499999996	1.1962187749000002	0.40899799560000005	-0.0090673151	1.5340120679
Gene74	0.1315134471	0.7897896433	-0.8101197374	0.5622361929000002	-0.23731749210000003	-1.1122148661	-0.0450606625	0.4496326389	0.6099747074999999	2.842019844
Gene75	-0.6107316164000001	0.5739080883	0.5622361929000002	-0.0450606625	2.842019844	0.8399738081999999	-0.0901384493	-0.9859806315	-0.8101197374	0.3583657125
Gene76	-1.183211055	1.2495170562000002	0.7003052564000001	0.2187419331	1.6036334352000001	0.8136876295000001	1.7805638593000002	-0.7792911929999999	0.2332520218	0.8921379557999998
Gene77	2.4430418931999998	0.5622361929000002	-0.0090673151	0.7993115787	1.5340120679	-1.0390579485999998	0.7003052564000001	0.8769205416	-0.5270305411	0.3036528041
Gene78	0.9432581012	-0.098120463	-0.0901384493	0.7379728062	1.037346734	-0.8589609883000001	0.6652957627999999	0.7897896433	-1.2555128142	-1.0709402515
Gene79	-0.1613539787	0.5050844134999999	-1.1122148661	0.5739080883	1.1962187749000002	0.0977253362	-0.0010552394000000011	-0.8368560337000002	-1.6653492588000003	0.3926761794
Gene80	1.6385435912	-0.23731749210000003	1.8800857008999998	1.4377491734999999	0.14581287429999998	0.3275469765	-0.9197020813	0.5333286183999999	0.7897896433	0.40899799560000005
Gene81	1.6036334352000001	-0.7413288372	0.1315134471	-0.0191068131	-0.2178534078	-0.3685417997	0.1546625965	-0.45343439100000005	-2.2373823458999995	-1.5190624614000001
Gene82	-0.7939864834000001	0.4496326389	-0.42652070870000003	-0.5630137708	-1.0856666270999997	-0.0010552394000000011	-0.8368560337000002	1.1261807587	0.25113891769999996	0.1315134471
Gene83	0.27812145819999995	-1.4964450207	0.08838535659999999	-0.1254261737	2.3084857996	-0.3573436903	0.3583657125	0.5985088926000001	-0.06880803220000001	1.6385435912
Gene84	-0.5016380143999999	0.0614810596	-1.4964450207	0.4398371968	1.0195876846999998	-0.0450606625	0.9605254787999999	1.037346734	-0.30467065499999996	-0.3468679732
Gene85	-0.5270305411	-0.7333163046	1.037346734	-0.1613539787	1.2725658486	-0.5907572029	-0.9080866494000001	-0.6107316164000001	0.40899799560000005	-0.1786283039
Gene86	0.3583657125	-0.9859806315	-0.2834324452	0.8136876295000001	2.2106958456999997	0.1546625965	0.46505782790000005	0.08838535659999999	-0.1613539787	-1.0856666270999997
Gene87	-0.4086456377	-0.5757671752	0.5985088926000001	0.3671432884	0.5985088926000001	-0.8368560337000002	0.7897896433	2.3084857996	1.037346734	0.29069085409999995
Gene88	0.2332520218	-1.3834158138000001	0.8921379557999998	-0.7710567055	0.3926761794	-0.6107316164000001	1.3020559623	1.6036334352000001	1.0688179497	0.7003052564000001
Gene89	-1.2555128142	-1.3575508017	0.019292578200000004	-0.8943584473000001	-0.3826839491	-1.3834158138000001	0.14581287429999998	0.31529325780000006	-0.0450606625	1.6902082559
Gene90	-0.8589609883000001	-0.03459587580000001	-0.4751579167	-0.6948896468000001	-0.7087745082	0.40899799560000005	1.8800857008999998	0.46505782790000005	0.8769205416	-0.48757655499999997
Gene91	-0.5630137708	0.0977253362	-2.1395942095	-1.2145393286	0.5450485573	-0.9344936887999999	-1.1563337888	-1.5557704991999999	-0.05702926719999999	2.3084857996
Gene92	-0.0090673151	0.7712866347	1.2725658486	0.2332520218	-0.7535085379	0.7379728062	-0.9344936887999999	-1.1395241934000002	-0.1254261737	1.2495170562000002
Gene93	0.0977253362	-1.9539591134000003	1.0964993025	-0.9496042548999999	-0.4751579167	-1.286091091	-1.2555128142	-2.0569260766	0.27062259860000004	0.3777357346
Gene94	-0.7792911929999999	-1.8920366439999998	-0.4086456377	1.6902082559	-0.4086456377	0.3671432884	0.47741563440000007	-2.2373823458999995	0.0614810596	-0.9746356465
Gene95	1.1261807587	2.3084857996	-1.1395241934000002	0.7003052564000001	1.0688179497	-0.18802347560000002	2.1067011052	-2.1395942095	-2.1395942095	-0.8368560337000002
Gene96	-0.30467065499999996	-0.0090673151	-1.2555128142	-2.3724043462	-0.438408366	2.0033469695	0.8136876295000001	0.1546625965	-0.6546869094	1.7805638593000002
Gene97	-0.10987372440000001	0.2119005871	0.3435150096	0.1067470206	-1.4283086844	-0.5171945561	0.5333286183999999	-0.5757671752	1.6385435912	-1.792019037
Gene98	0.7571703981000001	-0.2834324452	-0.1517337265	-0.0090673151	-0.9859806315	0.47741563440000007	-0.27107170950000004	-2.3724043462	-1.286091091	0.4954991313
Gene99	0.7379728062	0.8399738081999999	-0.5757671752	0.7132887362000001	1.7805638593000002	-0.9197020813	-0.6107316164000001	-1.4283086844	0.3275469765	1.8800857008999998
Gene100	1.1962187749000002	-0.06880803220000001	1.0688179497	0.019292578200000004	-2.8666057002	-0.7235754902999999	0.9432581012	0.28396842840000003	-0.22447350290000007	-0.45343439100000005
Gene101	-0.18802347560000002	-1.1395241934000002	0.2332520218	-0.2937263798	0.0462202808	0.2332520218	0.7993115787	-1.792019037	-0.42652070870000003	-2.3724043462
Gene102	-0.23731749210000003	0.3583657125	-0.5104647237	-0.5016380143999999	0.7571703981000001	-0.5104647237	0.0977253362	2.0033469695	0.46505782790000005	-0.5171945561
Gene103	-0.8368560337000002	-0.4751579167	-1.0503944266	-0.7413288372	-2.2373823458999995	0.31529325780000006	0.6782249885000001	0.3583657125	0.28396842840000003	1.0964993025
Gene104	0.8136876295000001	0.7132887362000001	1.6036334352000001	1.0688179497	0.3583657125	0.8921379557999998	-0.3685417997	-0.098120463	0.4398371968	0.6218068479999999
Gene105	0.08838535659999999	0.1546625965	-1.0177201952000001	0.3926761794	0.422894658	-0.25829766719999997	1.0688179497	-0.5016380143999999	-1.3287719100000002	-2.2373823458999995
Gene106	-0.5104647237	-0.42652070870000003	-2.2373823458999995	-1.2555128142	-0.3573436903	2.3084857996	0.5450485573	0.3671432884	0.3036528041	0.08838535659999999
Gene107	-1.2145393286	-0.48757655499999997	0.4398371968	0.2119005871	0.5050844134999999	0.6782249885000001	0.6383010213	0.29069085409999995	1.4002955649	0.1546625965
Gene108	0.6218068479999999	0.5985088926000001	0.3583657125	-0.5104647237	1.6385435912	0.4398371968	-0.7792911929999999	-0.3685417997	-1.0856666270999997	0.9432581012
Gene109	0.0462202808	-0.9080866494000001	-0.7939864834000001	1.2495170562000002	1.4377491734999999	-1.2555128142	1.6902082559	-0.1399555779	-2.3724043462	0.2332520218
Gene110	1.4377491734999999	0.584430293	0.1857548513	0.3036528041	-0.323321967	-0.7792911929999999	2.4430418931999998	-0.9640388244999999	-0.7939864834000001	-0.5907572029
Gene111	0.3435150096	0.08838535659999999	0.7993115787	-1.6149099918	-2.1395942095	1.7805638593000002	-0.9859806315	0.584430293	1.2725658486	0.11677671749999999
Gene112	0.0614810596	-0.5104647237	-1.0856666270999997	-0.7939864834000001	-0.6239493322000002	1.2217036278	0.7571703981000001	1.6385435912	-0.3685417997	-0.7087745082
Gene113	-0.098120463	0.5333286183999999	0.2119005871	2.0033469695	0.4496326389	-0.0191068131	0.29069085409999995	0.7571703981000001	-0.7413288372	1.6036334352000001
Gene114	-2.3724043462	-0.0901384493	1.5340120679	-1.183211055	-0.8101197374	-1.5190624614000001	1.2725658486	-0.5907572029	0.8399738081999999	-0.0450606625
Gene115	0.29069085409999995	0.8769205416	-0.3826839491	-1.0390579485999998	-0.03459587580000001	0.29069085409999995	0.0614810596	1.6902082559	-1.7146887881999997	1.0688179497
Gene116	0.3275469765	-0.22447350290000007	-1.792019037	-0.23731749210000003	-1.1395241934000002	2.2106958456999997	-1.3133808817000001	-1.0709402515	-0.6107316164000001	-0.0191068131
Gene117	-1.3287719100000002	-1.0856666270999997	-0.9640388244999999	0.5333286183999999	-1.3834158138000001	-1.3133808817000001	2.3084857996	0.8921379557999998	0.9432581012	-0.23731749210000003
Gene118	0.7132887362000001	0.2187419331	-1.286091091	1.6385435912	1.1676822436000003	1.3782112803000002	0.2018386142	-0.438408366	-1.1122148661	-0.5016380143999999
Gene119	-0.45343439100000005	-2.2373823458999995	-1.7146887881999997	0.0614810596	-0.8815657340999999	-1.4964450207	0.5622361929000002	0.9102291613000002	0.47741563440000007	-0.9344936887999999
Gene120	-2.0569260766	-0.6107316164000001	2.842019844	-1.3133808817000001	-0.3468679732	0.4954991313	0.8769205416	-1.6653492588000003	-0.03459587580000001	1.4002955649
Gene121	-0.438408366	-1.7146887881999997	-1.2145393286	-0.5270305411	-1.3133808817000001	0.7003052564000001	0.7712866347	-0.2178534078	1.2217036278	1.3493438808
Gene122	-0.6239493322000002	2.2106958456999997	0.6383010213	-0.6107316164000001	0.5739080883	0.9875496612000001	-1.286091091	-1.286091091	-0.5757671752	-0.27107170950000004
Gene123	-0.8101197374	-1.1122148661	-0.6948896468000001	0.0977253362	2.0033469695	-0.4751579167	-1.8920366439999998	0.11677671749999999	2.0033469695	-1.183211055
Gene124	0.25113891769999996	1.6036334352000001	0.7571703981000001	1.4745171536	1.2217036278	-0.5630137708	0.1067470206	0.9875496612000001	0.9677332158	-1.3133808817000001
Gene125	-0.20468754329999994	-0.7939864834000001	1.0195876846999998	-1.5557704991999999	-1.7146887881999997	0.5050844134999999	-0.42652070870000003	0.9432581012	-1.4283086844	-2.0569260766
Gene126	-1.6149099918	0.3777357346	-0.05702926719999999	0.032620852699999994	-1.6149099918	-0.5270305411	0.28396842840000003	-0.8815657340999999	-0.9344936887999999	0.7132887362000001
Gene127	-1.286091091	0.7571703981000001	0.8136876295000001	1.0964993025	0.8136876295000001	-1.0503944266	1.0195876846999998	0.2018386142	-0.8589609883000001	0.9677332158
Gene128	0.4398371968	-0.9344936887999999	-0.5431039956	0.14581287429999998	0.17332367810000002	0.3435150096	-0.3826839491	1.4002955649	-0.45343439100000005	2.2106958456999997
Gene129	0.40899799560000005	1.2217036278	0.9605254787999999	0.3777357346	0.7132887362000001	-2.3724043462	0.9677332158	-1.0856666270999997	1.0964993025	-0.9496042548999999
Gene130	0.9875496612000001	-2.8666057002	1.4002955649	1.3020559623	-0.8368560337000002	0.4496326389	-0.1613539787	-0.1613539787	-0.9080866494000001	-1.9539591134000003
Gene131	0.9677332158	-1.4283086844	1.3493438808	2.3084857996	-1.1563337888	1.6902082559	-0.9746356465	2.842019844	1.0195876846999998	-0.3573436903
Gene132	-0.9746356465	0.3435150096	-0.7087745082	2.4430418931999998	-1.8920366439999998	-0.23731749210000003	0.8921379557999998	1.8800857008999998	0.2119005871	0.9311802088000001
Gene133	-1.5190624614000001	-0.7710567055	-1.183211055	0.9311802088000001	-1.0390579485999998	-0.9746356465	0.3036528041	1.4745171536	-1.3575508017	-1.2555128142
Gene134	0.31529325780000006	-0.5431039956	1.7805638593000002	-0.5757671752	0.6782249885000001	0.584430293	0.6218068479999999	-0.7535085379	-0.23731749210000003	-0.1254261737
Gene135	-0.8943584473000001	0.27812145819999995	-0.9197020813	2.2106958456999997	-0.25829766719999997	-0.7333163046	1.037346734	0.3036528041	0.1857548513	-1.3834158138000001
Gene136	0.5050844134999999	0.27062259860000004	-1.4283086844	-1.3575508017	-0.5757671752	1.037346734	1.11256425	0.2332520218	1.3493438808	1.4745171536
Gene137	-0.1786283039	-0.05702926719999999	-0.323321967	-0.22447350290000007	-1.183211055	0.1857548513	-0.1517337265	0.0745532205	-0.5171945561	0.0614810596
Gene138	-1.5557704991999999	-0.6239493322000002	0.28396842840000003	0.27062259860000004	-0.098120463	-0.7087745082	1.2217036278	-1.7146887881999997	1.4745171536	-0.7792911929999999
Gene139	0.7993115787	0.7379728062	2.4430418931999998	-0.5431039956	0.032620852699999994	-0.323321967	-0.5630137708	-0.5431039956	0.0977253362	-0.7939864834000001
Gene140	-0.25829766719999997	1.4377491734999999	0.9102291613000002	1.3493438808	0.8769205416	-0.2834324452	-1.4614540652000003	0.9677332158	0.14581287429999998	-0.7535085379
Gene141	1.6902082559	-0.9746356465	0.3036528041	0.4954991313	-0.7413288372	-0.8815657340999999	-1.6653492588000003	1.3020559623	-1.6149099918	0.28396842840000003
Gene142	0.7003052564000001	0.47741563440000007	-1.9539591134000003	1.4002955649	-0.2937263798	-1.183211055	0.9875496612000001	0.2119005871	-0.6723925309000001	-0.20468754329999994
Gene143	-0.9640388244999999	-0.1786283039	0.46505782790000005	-0.438408366	-0.5270305411	2.1067011052	-1.3834158138000001	-0.323321967	-0.7087745082	0.8620021909
Gene144	1.2217036278	-0.5907572029	-2.8666057002	0.3435150096	0.3435150096	-1.9539591134000003	-2.1395942095	0.019292578200000004	1.3020559623	-0.6107316164000001
Gene145	-0.6723925309000001	-0.7792911929999999	-0.6107316164000001	-0.3826839491	0.6099747074999999	-0.5016380143999999	-0.7535085379	-1.8920366439999998	-0.48757655499999997	-0.6239493322000002
Gene146	0.2119005871	1.11256425	-0.6239493322000002	-0.0901384493	-1.2555128142	-0.1517337265	0.3435150096	0.3435150096	0.019292578200000004	-0.4086456377
Gene147	0.3036528041	0.1067470206	-0.098120463	-0.3685417997	0.27062259860000004	1.1261807587	-0.6239493322000002	1.2725658486	0.17332367810000002	1.1676822436000003
Gene148	0.8769205416	1.1962187749000002	-0.06880803220000001	0.1857548513	0.3671432884	-0.438408366	-0.1254261737	0.3275469765	0.6383010213	0.8399738081999999
Gene149	2.2106958456999997	1.0964993025	0.0614810596	-1.5190624614000001	0.5333286183999999	0.6383010213	-0.20468754329999994	0.0977253362	0.4954991313	0.019292578200000004
Gene150	-0.3942834843	1.4745171536	0.9875496612000001	0.27812145819999995	1.2495170562000002	-0.3826839491	0.2119005871	1.3493438808	-0.8815657340999999	-0.18802347560000002
Gene151	0.9311802088000001	-1.0709402515	-0.5171945561	1.1962187749000002	0.9311802088000001	-0.9859806315	-0.7235754902999999	-0.06880803220000001	0.7003052564000001	-0.0901384493
Gene152	2.3084857996	0.3926761794	0.27062259860000004	0.9102291613000002	-1.4964450207	-0.2937263798	-1.1122148661	1.1676822436000003	-1.8920366439999998	0.5985088926000001
Gene153	1.4745171536	-1.4614540652000003	-0.3468679732	-0.3468679732	0.4954991313	0.7571703981000001	0.1857548513	-0.9344936887999999	-0.4751579167	2.1067011052
Gene154	-2.1395942095	-2.0569260766	0.7132887362000001	-0.9859806315	-0.7710567055	0.0614810596	0.27812145819999995	-0.1786283039	-0.3942834843	-1.6653492588000003
Gene155	0.3777357346	-1.0390579485999998	0.2187419331	-0.06880803220000001	-0.8589609883000001	-1.8920366439999998	-2.8666057002	0.7379728062	-0.18802347560000002	0.7993115787
Gene156	-1.3133808817000001	-1.792019037	-1.1563337888	-1.1563337888	-0.1613539787	1.0195876846999998	-0.2937263798	-0.4086456377	0.584430293	-0.05702926719999999
Gene157	-0.1399555779	1.3493438808	0.5333286183999999	1.0195876846999998	-0.1254261737	0.5739080883	-1.3287719100000002	1.2495170562000002	-0.9640388244999999	-0.3942834843
